id,balance,duration,housing,loan,campaign,y,default
24541,0.074519274,0.02257015,yes,no,1,no,yes
24542,0.078259764,0.037413583,no,no,3,no,no
24543,0.080765529,0.018300122,no,no,2,no,no
24544,0.073057578,0.009760065,no,no,1,no,no
24545,0.07280337,0.082757218,no,no,1,no,no
24546,0.121157373,0.023586824,no,no,2,no,no
24547,0.086993627,0.02602684,yes,no,2,no,yes
24548,0.090343726,0.029686865,yes,no,1,no,yes
24549,0.083189585,0.015860106,yes,no,1,no,yes
24550,0.116935704,0.05205368,no,no,2,no,no
24551,0.114502569,0.038633591,yes,yes,1,no,yes
24552,0.073702177,0.011590077,yes,yes,1,no,yes
24553,0.072839686,0.045343636,no,no,1,no,no
24554,0.1010477,0.02257015,yes,no,1,no,yes
24555,0.096190511,0.029076861,yes,no,2,no,yes
24556,0.085976794,0.031923546,yes,no,3,no,yes
24557,0.078904363,0.034770232,no,yes,1,no,no
24558,0.084778385,0.02297682,yes,no,1,no,yes
24559,0.081991175,0.014030094,yes,yes,1,no,yes
24560,0.077860295,0.032126881,yes,no,1,no,yes
24561,0.11871516,0.021146808,no,no,1,no,no
24562,0.097761153,0.067507117,yes,no,1,no,yes
24563,0.07280337,0.02297682,yes,no,1,no,yes
24564,0.083180506,0.021553477,yes,yes,1,no,yes
24565,0.07280337,0.16043107,yes,no,1,yes,yes
24566,0.078250685,0.023586824,yes,no,2,no,yes
24567,0.075980971,0.02297682,no,yes,3,no,no
24568,0.383727053,0.013420089,yes,no,2,no,yes
24569,0.07280337,0.101870679,no,no,1,no,no
24570,0.075054927,0.020130134,no,yes,1,no,no
24571,0.07280337,0.040870272,yes,no,1,no,yes
24572,0.072821528,0.036600244,yes,no,1,no,yes
24573,0.089308736,0.038430256,no,yes,2,no,no
24574,0.107638952,0.037413583,yes,no,1,no,yes
24575,0.0746373,0.030093534,no,yes,1,no,no
24576,0.075000454,0.017893453,no,no,2,no,no
24577,0.072948632,0.032126881,no,no,2,no,no
24578,0.07280337,0.013216755,yes,no,2,no,yes
24579,0.178572077,0.009760065,yes,no,1,no,yes
24580,0.073329944,0.009760065,yes,no,1,no,yes
24581,0.105051477,0.140300935,yes,no,1,no,yes
24582,0.077996477,0.016266775,no,no,2,no,no
24583,0.07280337,0.032330216,yes,yes,2,no,yes
24584,0.073992701,0.009760065,no,no,2,no,no
24585,0.073148367,0.018096787,yes,no,1,no,yes
24586,0.092368311,0.059983733,no,no,1,no,no
24587,0.077887531,0.009353396,yes,no,1,no,yes
24588,0.072984947,0.020130134,yes,no,1,no,yes
24589,0.064142139,0.014030094,yes,no,1,no,yes
24590,0.07280337,0.1699878,no,yes,1,no,no
24591,0.074891508,0.035380236,yes,no,1,no,yes
24592,0.077388194,0.034770232,yes,yes,1,no,yes
24593,0.073647704,0.046766978,yes,no,1,no,yes
24594,0.07280337,0.027653518,yes,no,1,no,yes
24595,0.107693425,0.014233428,yes,no,1,no,yes
24596,0.073792966,0.025213501,no,yes,1,no,no
24597,0.094111452,0.112850752,no,yes,1,no,no
24598,0.085441142,0.046970313,no,yes,1,no,no
24599,0.075200189,0.021756812,yes,yes,2,no,yes
24600,0.105850417,0.04595364,no,no,2,no,no
24601,0.089426761,0.311305409,no,no,1,no,no
24602,0.090089518,0.026636844,no,yes,2,no,no
24603,0.079467253,0.018706791,yes,no,3,no,yes
24604,0.078432263,0.018910126,yes,no,3,no,yes
24605,0.072848764,0.023993493,yes,no,2,no,yes
24606,0.080257113,0.04554697,yes,yes,2,no,yes
24607,0.07280337,0.066287109,yes,no,2,no,yes
24608,0.11505638,0.051037007,no,no,2,no,no
24609,0.075300056,0.059983733,no,no,2,no,no
24610,0.082327093,0.020536804,yes,no,2,no,yes
24611,0.085640877,0.085807239,yes,no,3,no,yes
24612,0.092277523,0.05551037,no,no,2,no,no
24613,0.078731865,0.012200081,yes,no,2,no,yes
24614,0.07089681,0.106344042,yes,no,2,no,yes
24615,0.074283224,0.014640098,yes,no,3,no,yes
24616,0.07280337,0.015860106,yes,no,2,no,yes
24617,0.082408803,0.059170394,no,no,3,no,no
24618,0.181486391,0.123830826,yes,no,2,no,yes
24619,0.141757304,0.227938186,no,no,2,no,no
24620,0.080011984,0.114680765,yes,yes,2,no,yes
24621,0.083407477,0.136844246,no,no,2,no,no
24622,0.093403301,0.221838146,no,no,2,yes,no
24623,0.075263741,0.030093534,yes,no,2,no,yes
24624,0.083316689,0.041480277,no,no,2,no,no
24625,0.07280337,0.025213501,yes,yes,2,no,yes
24626,0.068463675,0.017690118,yes,no,5,no,yes
24627,0.10725764,0.046156974,yes,yes,2,no,yes
24628,0.077006882,0.028670191,no,yes,3,no,no
24629,0.078731865,0.039243595,yes,no,2,no,yes
24630,0.077215696,0.014030094,yes,yes,2,no,yes
24631,0.093158172,0.034566897,no,no,2,no,no
24632,0.084197338,0.030703538,yes,no,2,no,yes
24633,0.06914459,0.02643351,no,yes,2,no,no
24634,0.092513573,0.115290769,yes,no,2,no,yes
24635,0.07280337,0.073200488,yes,no,2,no,yes
24636,0.073012184,0.044936966,no,no,2,no,no
24637,0.096735242,0.036193575,no,no,2,no,no
24638,0.082145516,0.023790159,yes,yes,2,no,yes
24639,0.18936684,0.046360309,yes,no,4,no,yes
24640,0.084070234,0.0099634,yes,yes,2,no,yes
24641,0.06229913,0.025416836,no,yes,2,no,no
24642,0.07280337,0.012810085,no,no,2,no,no
24643,0.07280337,0.121797479,no,no,2,no,no
24644,0.081128684,0.074623831,no,yes,3,no,no
24645,0.088972818,0.014030094,no,no,2,no,no
24646,0.092223049,0.035786905,no,no,2,no,no
24647,0.08020264,0.032736885,no,no,2,no,no
24648,0.093485011,0.352785685,no,no,2,no,no
24649,0.086439816,0.069133794,no,no,2,no,no
24650,0.072866922,0.101870679,yes,no,2,no,yes
24651,0.094392897,0.230174868,no,no,2,yes,no
24652,0.074773482,0.022366816,no,no,2,no,no
24653,0.080574873,0.020130134,no,no,2,no,no
24654,0.078722786,0.040260268,no,no,2,no,no
24655,0.085286801,0.062627084,yes,no,3,no,yes
24656,0.097379841,0.043106954,no,no,2,no,no
24657,0.106249887,0.007116714,yes,no,3,no,yes
24658,0.076670964,0.025823505,yes,no,4,no,yes
24659,0.074764404,0.014233428,yes,yes,3,no,yes
24660,0.075517949,0.135420903,no,no,3,no,no
24661,0.072095219,0.067100447,no,yes,2,no,no
24662,0.07495506,0.023790159,yes,no,3,no,yes
24663,0.090852142,0.080723871,no,no,2,no,no
24664,0.085096145,0.045140301,yes,yes,2,no,yes
24665,0.072876001,0.067710451,no,yes,2,no,no
24666,0.073402575,0.015656771,yes,no,2,no,yes
24667,0.086448895,0.043106954,no,no,3,no,no
24668,0.087011784,0.05856039,yes,yes,2,no,yes
24669,0.073420732,0.006303375,yes,no,2,no,yes
24670,0.07280337,0.043716958,no,no,3,no,no
24671,0.100203366,0.108987393,yes,no,2,no,yes
24672,0.08227262,0.011590077,yes,no,4,no,yes
24673,0.080756451,0.02948353,yes,no,2,no,yes
24674,0.07280337,0.017486783,yes,yes,2,no,yes
24675,0.082127358,0.038226922,yes,no,2,no,yes
24676,0.079376464,0.031923546,yes,no,2,no,yes
24677,0.07574492,0.033956893,yes,no,3,no,yes
24678,0.103099522,0.020130134,yes,no,3,no,yes
24679,0.083353004,0.007523383,no,no,2,no,no
24680,0.076907014,0.072997153,yes,no,2,no,yes
24681,0.078377789,0.017283449,no,no,2,no,no
24682,0.07280337,0.12098414,yes,no,2,no,yes
24683,0.07280337,0.028263522,yes,no,3,no,yes
24684,0.07280337,0.05551037,yes,no,2,no,yes
24685,0.076707279,0.008946726,no,no,2,no,no
24686,0.07479164,0.041480277,yes,no,2,no,yes
24687,0.078495815,0.020740138,yes,no,3,no,yes
24688,0.099449821,0.027856852,yes,yes,2,no,yes
24689,0.082799194,0.020130134,no,no,3,no,no
24690,0.084478783,0.134404229,yes,no,4,no,yes
24691,0.091923447,0.10146401,yes,no,2,no,yes
24692,0.076916093,0.030093534,no,no,2,no,no
24693,0.082209068,0.014436763,yes,yes,2,no,yes
24694,0.082581301,0.030093534,yes,yes,2,no,yes
24695,0.080293429,0.05551037,yes,no,2,no,yes
24696,0.097924573,0.076047174,yes,no,1,no,yes
24697,0.084324442,0.071777145,yes,no,1,no,yes
24698,0.083244058,0.021756812,no,yes,1,no,no
24699,0.119241734,0.246034974,yes,no,2,yes,yes
24700,0.07296679,0.023993493,yes,yes,2,no,yes
24701,0.082717484,0.035786905,yes,yes,3,no,yes
24702,0.073901912,0.042903619,no,yes,2,no,no
24703,0.078650155,0.044733632,no,yes,4,no,no
24704,0.07280337,0.195201301,yes,no,2,no,yes
24705,0.087384018,0.154941033,no,no,1,no,no
24706,0.077061355,0.036803579,yes,no,4,no,yes
24707,0.088055853,0.084180561,yes,no,2,no,yes
24708,0.072912316,0.030500203,yes,no,1,no,yes
24709,0.079893959,0.132574217,no,yes,2,yes,no
24710,0.167023768,0.106344042,yes,no,3,no,yes
24711,0.07280337,0.061203741,yes,no,1,no,yes
24712,0.089381367,0.053680358,yes,no,4,no,yes
24713,0.128665589,0.048800325,no,no,3,no,no
24714,0.07280337,0.023180155,yes,no,4,no,yes
24715,0.07280337,0.05246035,yes,yes,1,no,yes
24716,0.077569771,0.034973566,no,no,3,no,no
24717,0.078350553,0.099023993,no,yes,1,no,no
24718,0.117816353,0.01301342,yes,no,3,no,yes
24719,0.073684019,0.043716958,no,yes,1,no,no
24720,0.074591905,0.009760065,yes,no,2,no,yes
24721,0.073765729,0.00345669,yes,no,1,no,yes
24722,0.076489387,0.041683611,no,no,2,no,no
24723,0.074655457,0.059983733,yes,no,1,no,yes
24724,0.095309861,0.059373729,yes,no,1,no,yes
24725,0.071096545,0.092313949,yes,yes,1,yes,yes
24726,0.073184682,0.018706791,yes,yes,1,no,yes
24727,0.086285476,0.021146808,yes,no,1,no,yes
24728,0.07280337,0.064660431,no,yes,1,no,no
24729,0.079657909,0.082960553,no,no,1,no,no
24730,0.081709731,0.056120374,yes,no,1,no,yes
24731,0.07280337,0.051240342,no,no,3,no,no
24732,0.079067783,0.205774705,yes,no,1,no,yes
24733,0.078731865,0.096583977,no,no,1,no,no
24734,0.088936502,0.01647011,yes,no,4,no,yes
24735,0.07280337,0.025620171,yes,yes,2,no,yes
24736,0.103026892,0.033753558,no,no,1,no,no
24737,0.08370708,0.016673444,yes,yes,1,no,yes
24738,0.079712382,0.10451403,no,no,2,yes,no
24739,0.1005756,0.008336722,yes,yes,1,no,yes
24740,0.077615165,0.049613664,no,no,1,no,no
24741,0.07280337,0.038430256,no,no,1,no,no
24742,0.142465455,0.029076861,yes,no,1,no,yes
24743,0.074147041,0.030500203,yes,no,1,no,yes
24744,0.075735842,0.008336722,yes,no,2,no,yes
24745,0.079621593,0.048190321,yes,no,1,no,yes
24746,0.098841538,0.008540057,no,no,1,no,no
24747,0.069280773,0.059983733,no,no,2,no,no
24748,0.084061155,0.017893453,yes,no,1,no,yes
24749,0.08091987,0.01606344,yes,no,1,no,yes
24750,0.074628221,0.023790159,no,no,2,no,no
24751,0.093403301,0.047376983,yes,no,1,no,yes
24752,0.112060356,0.028263522,yes,no,4,no,yes
24753,0.079666987,0.013216755,yes,no,1,no,yes
24754,0.091315164,0.057543717,yes,no,2,no,yes
24755,0.193933506,0.09455063,yes,no,1,no,yes
24756,0.079367385,0.024196828,yes,no,1,no,yes
24757,0.072939553,0.037820252,no,no,2,no,no
24758,0.074573748,0.013826759,yes,no,1,no,yes
24759,0.080783687,0.028466856,yes,no,1,no,yes
24760,0.102536633,0.024603497,yes,no,1,no,yes
24761,0.093221724,0.046360309,yes,no,1,no,yes
24762,0.142864925,0.07848719,yes,no,1,no,yes
24763,0.074274145,0.028466856,no,no,1,no,no
24764,0.078305159,0.023180155,no,yes,2,no,no
24765,0.074047174,0.010573404,no,yes,1,no,no
24766,0.314074047,0.018910126,no,no,1,no,no
24767,0.074029016,0.022163481,yes,no,1,no,yes
24768,0.074010858,0.042090281,yes,no,1,no,yes
24769,0.092168576,0.035786905,no,no,1,no,no
24770,0.09373014,0.061203741,yes,no,1,no,yes
24771,0.072975868,0.402196015,yes,no,1,yes,yes
24772,0.091878053,0.020536804,no,no,5,no,no
24773,0.08744757,0.019316795,yes,no,1,no,yes
24774,0.072113377,0.018503457,yes,no,1,no,yes
24775,0.088609664,0.008133388,yes,yes,1,no,yes
24776,0.171653987,0.013623424,yes,no,1,no,yes
24777,0.076589254,0.028060187,yes,no,1,no,yes
24778,0.07280337,0.010980073,yes,yes,1,no,yes
24779,0.112024041,0.033346889,yes,no,1,no,yes
24780,0.078414105,0.023586824,yes,no,1,no,yes
24781,0.073393496,0.110614071,yes,no,1,no,yes
24782,0.113730866,0.173647824,yes,no,1,yes,yes
24783,0.07280337,0.070760472,no,no,1,no,no
24784,0.07519111,0.074217161,yes,no,1,no,yes
24785,0.075345451,0.031516877,no,yes,1,no,no
24786,0.086067583,0.05896706,yes,no,1,no,yes
24787,0.1373359,0.010776739,yes,yes,1,no,yes
24788,0.095464202,0.019113461,no,yes,1,no,no
24789,0.075127558,0.015453436,yes,no,1,no,yes
24790,0.073102972,0.007320049,no,no,1,no,no
24791,0.08800138,0.067710451,no,no,1,no,no
24792,0.07567229,0.049613664,yes,no,1,no,yes
24793,0.07280337,0.049613664,yes,no,1,no,yes
24794,0.072921395,0.021553477,no,yes,1,no,no
24795,0.112886532,0.055103701,yes,no,1,no,yes
24796,0.073021263,0.037413583,yes,no,1,no,yes
24797,0.072821528,0.04554697,yes,no,1,no,yes
24798,0.092105024,0.033753558,no,yes,1,no,no
24799,0.116554391,0.029280195,no,no,1,no,no
24800,0.073820202,0.011183408,yes,no,1,no,yes
24801,0.157590834,0.010573404,yes,no,3,no,yes
24802,0.078150818,0.042293615,yes,no,1,no,yes
24803,0.074346776,0.015046767,no,no,1,no,no
24804,0.077878452,0.00955673,yes,no,1,no,yes
24805,0.07280337,0.069337129,yes,no,1,no,yes
24806,0.092804096,0.030703538,yes,no,1,no,yes
24807,0.073747571,0.011183408,yes,yes,1,no,yes
24808,0.087656383,0.012606751,yes,yes,1,no,yes
24809,0.074364934,0.010573404,yes,yes,1,no,yes
24810,0.076344125,0.074827166,no,no,1,no,no
24811,0.077124907,0.026840179,yes,yes,1,no,yes
24812,0.091914368,0.027246848,yes,no,1,no,yes
24813,0.073647704,0.03944693,no,yes,1,no,no
24814,0.072948632,0.043513623,yes,yes,1,no,yes
24815,0.10861039,0.028670191,yes,no,1,no,yes
24816,0.118034245,0.010370069,yes,no,1,no,yes
24817,0.072930474,0.004676698,yes,no,1,no,yes
24818,0.09850562,0.056527044,yes,no,2,no,yes
24819,0.09747063,0.038226922,yes,no,1,no,yes
24820,0.073375338,0.018096787,no,no,1,no,no
24821,0.130690175,0.011386743,yes,no,4,no,yes
24822,0.074582826,0.011793412,yes,no,1,no,yes
24823,0.073130209,0.017080114,no,no,2,no,no
24824,0.072921395,0.02948353,yes,no,2,no,yes
24825,0.075372687,0.070353802,yes,no,1,no,yes
24826,0.074201514,0.046970313,yes,no,1,no,yes
24827,0.077070434,0.01606344,no,no,1,no,no
24828,0.083688922,0.058153721,yes,no,1,no,yes
24829,0.072839686,0.016266775,yes,no,1,no,yes
24830,0.073402575,0.236681578,no,no,2,yes,no
24831,0.07280337,0.024400163,yes,no,1,no,yes
24832,0.0924591,0.043310289,yes,no,1,no,yes
24833,0.07280337,0.023180155,yes,yes,1,no,yes
24834,0.076689122,0.023586824,yes,no,1,no,yes
24835,0.075136637,0.069133794,no,yes,2,no,no
24836,0.116890309,0.030703538,yes,no,1,no,yes
24837,0.079358306,0.049206995,yes,no,1,no,yes
24838,0.070560892,0.021146808,yes,yes,2,no,yes
24839,0.222758884,0.257828386,no,no,2,no,no
24840,0.07280337,0.041683611,yes,no,1,no,yes
24841,0.072857843,0.00955673,yes,no,1,no,yes
24842,0.083371162,0.049206995,no,no,1,no,no
24843,0.07280337,0.035176901,yes,no,1,no,yes
24844,0.120558168,0.011996747,yes,no,1,no,yes
24845,0.095073811,0.021960146,yes,yes,1,no,yes
24846,0.07280337,0.015250102,yes,no,2,no,yes
24847,0.199280954,0.026840179,yes,no,1,no,yes
24848,0.07280337,0.017486783,yes,no,1,no,yes
24849,0.093376064,0.13745425,no,no,1,yes,no
24850,0.088863872,0.05551037,yes,no,1,no,yes
24851,0.111851542,0.010166734,yes,yes,1,no,yes
24852,0.075581501,0.024603497,no,yes,1,no,no
24853,0.07280337,0.017893453,yes,no,1,no,yes
24854,0.139787192,0.094753965,no,no,1,no,no
24855,0.066239355,0.129320862,yes,yes,1,no,yes
24856,0.097334447,0.022366816,no,no,1,no,no
24857,0.085404826,0.026840179,no,no,1,no,no
24858,0.073420732,0.02257015,yes,yes,2,no,yes
24859,0.076925172,0.033550224,yes,no,1,no,yes
24860,0.075799394,0.057137048,yes,yes,1,no,yes
24861,0.086503368,0.103497357,yes,no,1,no,yes
24862,0.074846113,0.047986987,yes,no,1,no,yes
24863,0.07328455,0.056120374,yes,no,1,no,yes
24864,0.086557841,0.027246848,yes,no,1,no,yes
24865,0.089163474,0.015046767,no,no,1,no,no
24866,0.07789661,0.038226922,no,no,1,no,no
24867,0.094855919,0.01606344,no,yes,2,no,no
24868,0.079939353,0.050833672,yes,yes,1,no,yes
24869,0.083289452,0.035583571,no,yes,1,no,no
24870,0.083934051,0.053070354,no,no,1,no,no
24871,0.072930474,0.064863766,yes,yes,2,no,yes
24872,0.07280337,0.061000407,no,yes,1,no,no
24873,0.074192435,0.131150874,yes,no,2,no,yes
24874,0.074818877,0.019723465,no,no,1,no,no
24875,0.078831732,0.014436763,no,yes,1,no,no
24876,0.083643528,0.145180968,yes,no,1,no,yes
24877,0.076098996,0.013623424,no,no,1,no,no
24878,0.073629546,0.030296869,no,yes,1,no,no
24879,0.098396674,0.030296869,yes,no,2,no,yes
24880,0.076562018,0.129117527,no,no,5,no,no
24881,0.07280337,0.019316795,yes,yes,1,no,yes
24882,0.075154795,0.012810085,no,no,1,no,no
24883,0.085895085,0.056933713,no,no,2,no,no
24884,0.076680043,0.051443676,yes,no,1,no,yes
24885,0.07280337,0.172834486,no,no,2,no,no
24886,0.114983749,0.098820659,yes,no,1,yes,yes
24887,0.109627222,0.023180155,no,no,1,no,no
24888,0.072585477,0.026840179,no,no,3,no,no
24889,0.073783887,0.034363562,no,no,2,no,no
24890,0.088064932,0.04595364,no,no,1,no,no
24891,0.082445118,0.169784465,no,no,1,no,no
24892,0.092341075,0.040666938,yes,no,1,no,yes
24893,0.080393296,0.019316795,no,no,1,no,no
24894,0.107793293,0.026840179,yes,no,2,no,yes
24895,0.113322318,0.018300122,no,no,1,no,no
24896,0.097579576,0.169784465,yes,no,1,yes,yes
24897,0.090579776,0.026230175,yes,no,1,no,yes
24898,0.072830607,0.010980073,yes,no,1,no,yes
24899,0.147949086,0.124644164,yes,no,1,no,yes
24900,0.074128883,0.030500203,no,no,2,no,no
24901,0.107030668,0.021553477,yes,no,1,no,yes
24902,0.076852541,0.060187068,yes,no,1,no,yes
24903,0.076961487,0.013420089,no,no,1,no,no
24904,0.078804496,0.083570557,yes,no,1,no,yes
24905,0.07280337,0.05205368,no,no,1,no,no
24906,0.083852341,0.031516877,yes,yes,1,no,yes
24907,0.141167178,0.023790159,no,no,1,no,no
24908,0.203647886,0.060390403,no,no,1,no,no
24909,0.116263868,0.054087027,yes,no,1,no,yes
24910,0.088092169,0.08845059,yes,no,4,no,yes
24911,0.085014435,0.016673444,yes,no,1,no,yes
24912,0.075971892,0.052257015,yes,no,1,no,yes
24913,0.085286801,0.019316795,yes,no,1,no,yes
24914,0.07280337,0.031313542,no,no,1,no,no
24915,0.07280337,0.053883693,yes,no,1,no,yes
24916,0.073684019,0.02643351,no,no,1,no,no
24917,0.093439617,0.051443676,yes,no,1,no,yes
24918,0.082790115,0.080723871,yes,no,1,no,yes
24919,0.079739618,0.033346889,yes,no,5,no,yes
24920,0.0848147,0.017080114,yes,no,1,no,yes
24921,0.149891962,0.188897926,yes,no,1,yes,yes
24922,0.086367185,0.121187475,yes,no,1,yes,yes
24923,0.098923247,0.015656771,yes,no,1,no,yes
24924,0.077170301,0.081130541,no,no,1,no,no
24925,0.07717938,0.037210248,yes,no,1,no,yes
24926,0.082336172,0.187881253,yes,no,1,yes,yes
24927,0.070034318,0.007523383,no,yes,1,no,no
24928,0.07328455,0.040260268,yes,no,1,no,yes
24929,0.083743395,0.020130134,yes,no,1,no,yes
24930,0.097606813,0.051647011,yes,no,1,no,yes
24931,0.075145716,0.040056934,yes,yes,1,no,yes
24932,0.073266392,0.094347296,yes,no,1,no,yes
24933,0.128983349,0.092110614,no,no,1,yes,no
24934,0.076008207,0.027246848,yes,yes,1,no,yes
24935,0.076171627,0.034566897,no,no,1,no,no
24936,0.07303942,0.085197235,no,yes,1,yes,no
24937,0.075300056,0.016673444,yes,no,2,no,yes
24938,0.072839686,0.050427003,no,yes,1,no,no
24939,0.075690447,0.129727532,no,no,2,no,no
24940,0.079022388,0.015860106,yes,no,1,no,yes
24941,0.072894159,0.03294022,no,yes,1,no,no
24942,0.069662085,0.017080114,no,yes,1,no,no
24943,0.082254462,0.119154128,no,no,1,no,no
24944,0.090298331,0.05856039,yes,no,1,no,yes
24945,0.077451746,0.066693778,no,no,1,no,no
24946,0.073992701,0.039243595,yes,no,1,no,yes
24947,0.089871625,0.006913379,yes,no,1,no,yes
24948,0.126023641,0.07157381,yes,no,1,no,yes
24949,0.084987199,0.018096787,yes,yes,1,no,yes
24950,0.07590834,0.06201708,yes,no,1,no,yes
24951,0.082072885,0.041683611,no,no,1,no,no
24952,0.079412779,0.021756812,yes,yes,1,no,yes
24953,0.07280337,0.00345669,yes,yes,1,no,yes
24954,0.07280337,0.020943473,yes,no,1,no,yes
24955,0.07821437,0.015656771,yes,no,1,no,yes
24956,0.082790115,0.018910126,yes,no,1,no,yes
24957,0.073375338,0.103497357,no,no,1,no,no
24958,0.111960489,0.055307035,yes,no,2,no,yes
24959,0.080329744,0.009760065,yes,yes,1,no,yes
24960,0.102191637,0.007726718,yes,no,1,no,yes
24961,0.074818877,0.047376983,yes,no,1,no,yes
24962,0.12556062,0.034973566,yes,no,1,no,yes
24963,0.169520455,0.068320455,yes,no,1,no,yes
24964,0.101719536,0.022163481,no,no,1,no,no
24965,0.074419407,0.017283449,yes,no,1,no,yes
24966,0.073983622,0.022773485,yes,yes,1,no,yes
24967,0.073293628,0.020943473,yes,yes,1,no,yes
24968,0.064323716,0.010166734,yes,no,1,no,yes
24969,0.106685672,0.104717365,yes,no,1,no,yes
24970,0.078114503,0.009760065,yes,no,1,no,yes
24971,0.104760954,0.019316795,no,no,1,no,no
24972,0.07280337,0.00955673,yes,no,1,no,yes
24973,0.096372088,0.00305002,no,no,2,no,no
24974,0.07280337,0.021553477,no,yes,1,no,no
24975,0.09643564,0.023180155,no,no,1,no,no
24976,0.07280337,0.182391216,yes,no,3,yes,yes
24977,0.083461951,0.049816999,yes,no,1,no,yes
24978,0.07280337,0.061000407,no,no,1,no,no
24979,0.07280337,0.377185848,no,no,1,yes,no
24980,0.092005157,0.020740138,yes,no,1,no,yes
24981,0.07916765,0.032330216,no,no,1,no,no
24982,0.091306085,0.048596991,yes,no,1,no,yes
24983,0.077715033,0.041480277,no,no,1,no,no
24984,0.139424037,0.016673444,no,no,1,no,no
24985,0.084751148,0.079097194,yes,no,1,no,yes
24986,0.069598533,0.03294022,yes,yes,1,no,yes
24987,0.118279375,0.051850346,yes,no,1,no,yes
24988,0.073647704,0.084790565,yes,no,1,no,yes
24989,0.072984947,0.010573404,no,no,1,no,no
24990,0.07280337,0.020740138,yes,no,1,no,yes
24991,0.144054255,0.011996747,no,no,1,no,no
24992,0.07280337,0.020333469,no,no,1,no,no
24993,0.077633323,0.070353802,yes,yes,1,no,yes
24994,0.080711056,0.000406669,yes,yes,1,no,yes
24995,0.08831914,0.05856039,no,yes,1,no,no
24996,0.096580902,0.015656771,yes,no,2,no,yes
24997,0.243277105,0.108784059,yes,no,1,no,yes
24998,0.092513573,0.210248068,yes,yes,1,yes,yes
24999,0.073556915,0.023993493,yes,yes,2,no,yes
25000,0.080711056,0.034566897,no,no,1,no,no
25001,0.118288454,0.107767385,no,no,1,no,no
25002,0.253018721,0.010573404,no,no,1,no,no
25003,0.076707279,0.018503457,yes,no,1,no,yes
25004,0.074137962,0.04595364,yes,no,1,no,yes
25005,0.084242732,0.034973566,no,no,1,no,no
25006,0.060447043,0.015860106,yes,yes,1,no,yes
25007,0.07869555,0.024806832,yes,no,1,no,yes
25008,0.080066457,0.018300122,no,no,1,no,no
25009,0.078205291,0.014233428,yes,no,1,no,yes
25010,0.07280337,0.020943473,no,no,2,no,no
25011,0.213707261,0.085400569,no,no,1,no,no
25012,0.07280337,0.040463603,yes,no,1,no,yes
25013,0.074228751,0.022366816,yes,no,1,no,yes
25014,0.103626096,0.018706791,yes,no,1,no,yes
25015,0.079104098,0.018503457,yes,yes,1,no,yes
25016,0.079213045,0.041886946,no,no,2,no,no
25017,0.10884644,0.011386743,yes,no,1,no,yes
25018,0.073093894,0.038633591,no,no,4,no,no
25019,0.083570897,0.026636844,yes,yes,1,no,yes
25020,0.073211919,0.01606344,yes,no,1,no,yes
25021,0.075227425,0.06547377,no,no,1,no,no
25022,0.079067783,0.021350142,yes,no,1,no,yes
25023,0.086684945,0.008336722,yes,no,1,no,yes
25024,0.073293628,0.066693778,yes,no,2,no,yes
25025,0.074428486,0.087840586,yes,no,2,no,yes
25026,0.09643564,0.04554697,yes,no,1,no,yes
25027,0.084878253,0.049816999,yes,no,1,no,yes
25028,0.088764004,0.022163481,yes,no,1,no,yes
25029,0.075763078,0.025213501,yes,no,1,no,yes
25030,0.085886006,0.018910126,yes,no,1,no,yes
25031,0.079430937,0.058357056,yes,no,2,no,yes
25032,0.075263741,0.018096787,no,no,1,no,no
25033,0.073021263,0.011996747,yes,no,1,no,yes
25034,0.077197538,0.012403416,no,yes,1,no,no
25035,0.189421314,0.023790159,yes,no,1,no,yes
25036,0.070188659,0.013826759,yes,yes,1,no,yes
25037,0.086512447,0.038836926,yes,no,1,no,yes
25038,0.225201097,0.018300122,no,no,1,no,no
25039,0.074029016,0.013623424,yes,yes,1,no,yes
25040,0.074246909,0.007523383,yes,no,1,no,yes
25041,0.077687796,0.009760065,no,no,2,no,no
25042,0.07280337,0.014843432,no,no,1,no,no
25043,0.081301182,0.012403416,yes,no,1,no,yes
25044,0.092077788,0.047173648,no,no,1,no,no
25045,0.074210593,0.011793412,yes,yes,1,no,yes
25046,0.14672344,0.101667344,no,no,1,no,no
25047,0.090062281,0.029076861,no,no,3,no,no
25048,0.103126759,0.051037007,no,no,1,no,no
25049,0.074909665,0.018300122,no,no,1,no,no
25050,0.09054346,0.013216755,no,no,1,no,no
25051,0.087828882,0.031516877,yes,no,2,no,yes
25052,0.099994553,0.066897113,yes,no,1,no,yes
25053,0.07455559,0.038836926,no,no,1,no,no
25054,0.093566721,0.02643351,no,no,3,no,no
25055,0.07280337,0.033346889,yes,no,1,no,yes
25056,0.095091969,0.003660024,yes,no,1,no,yes
25057,0.07980317,0.14396096,yes,no,1,no,yes
25058,0.072948632,0.020333469,no,no,1,no,no
25059,0.091351479,0.133184221,yes,no,1,no,yes
25060,0.088037695,0.038023587,yes,no,1,no,yes
25061,0.07280337,0.01647011,no,no,2,no,no
25062,0.128838088,0.025620171,yes,yes,2,no,yes
25063,0.098932326,0.028466856,yes,no,2,no,yes
25064,0.221669421,0.130337536,no,no,1,no,no
25065,0.074918744,0.0199268,yes,no,1,no,yes
25066,0.07280337,0.153721025,yes,no,1,no,yes
25067,0.178036424,0.008743392,yes,no,1,no,yes
